STRATO	N	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	COST	CENS	DOM1	X1	SOLUZ
1	660	214.980820030847	398.276800615929	1769.05308856872	0.312924377887452	353.858966514687	2519.10965967952	3434.55245022414	3332.91926747536	3206.16695729855	0.0359493976238152	0.00395989659539506	0.0000192406795301083	8.94962598746776	0.229681685778022	0.0000278481744689566	549.648426394237	1212.28663579846	1827.0912531721	1.86438366595613	648.951458597483	1252.61736178227	1560.41033916897	3018.47716179704	5077.37640051408	0.299755346710628	0.0416336909867897	0.000112576611185285	103.563986812811	2.16995440820393	0.00012891676295645	1	0	1	1	37.1899468179553
10	4533	2665.25831494596	466.519000902317	313.920966485032	269.232415404367	84.8132558168201	855.194483364082	234.249598567195	26.6466256855398	3.6648394659978	289.618056589696	3257.79985721272	118.858816164944	11.2162884350752	107.580256852258	293.004832403824	2726.02511958999	732.752990319973	347.931639184128	294.169856735169	248.814541469587	872.631680803207	748.98986666235	144.644819773752	83.2476467858808	507.035253381861	7864.60598239232	282.577314118004	43.0299510387411	328.337263658879	576.947083402205	1	0	1	10	42.8496601665566
2	1592	1258.68315662723	772.088665081071	1517.22507421984	20.0250533155457	606.23982968925	2322.41470262305	1811.84793927085	1059.33766796021	794.792790035336	8.77032118150646	5.5788262175003	0.0106131006732204	131.775426613386	10.3571008298153	0.000794094926610304	2493.81359937327	2199.32445077199	1641.91161788319	87.3821073387527	1135.49652673365	1246.43846242633	1175.94752506456	1339.3789551712	1503.23157721771	56.14748431884	97.8350199587099	0.0823772835487572	1816.07589083507	133.39546414798	0.0043617572236773	1	0	1	2	49.982919831189
3	4279	5479.15941208269	2578.75158292798	1375.74118045169	300.11399713845	1216.3355098467	1560.81317085715	463.097677598177	347.572947074641	248.993996465835	39.7163182463761	1460.90739397636	7.7500968830489	744.174176395641	341.794490974847	2.32427295934216	6752.67867163558	9140.43767950926	1457.74318322408	465.935769218248	1847.83183892959	974.069766494276	627.545485738854	1174.12990128977	1679.77146489278	104.525256491132	10072.352046401	13.6913150671378	3002.25583562315	1771.04259689002	7.8886880850243	1	0	1	3	222.843538535878
4	3591	8561.01806216972	1941.14582325412	935.954760789802	452.494718730326	1135.53444337713	1210.29581997867	185.451160884881	79.612942799428	4.72295645417253	114.370023446851	3133.00207529078	60.6670595198884	260.216039211223	203.855943573368	41.4448803042293	10008.5616255292	5804.20352105537	1191.28610357761	570.274459385021	1652.27306263881	1030.22182562831	677.597762958907	538.018823815609	100.153633485737	167.353113006595	17221.6424553612	65.7867658611698	1073.71228904922	819.229538484152	97.1964590480069	1	0	1	4	95.6478372214401
5	1904	9352.41989079531	1445.57262470747	1354.45740195735	466.683890491034	555.420201053949	1590.20976665213	218.286620596018	48.0002243164503	31.9858971540784	204.949675570785	4772.93452060106	60.7697704773293	196.921853514667	294.698386365083	49.1679739782797	13956.0587741473	3494.1232192606	2396.45370966056	580.098511206097	755.832866831639	1459.76116515065	488.355795437304	172.678355535646	282.779579546294	331.001490071215	13224.5698328236	75.2977627257869	557.487848924665	941.482791290593	142.620040876701	1	0	1	5	32.3334296069721
6	2440	6551.22978528765	583.921338994093	554.306841309399	352.504664764936	411.679863729979	978.438509492558	62.1909765658767	12.693800198339	1.83202996258651	273.222365731713	4935.22435887676	142.062861098179	181.295370798584	456.193186539271	144.857284913394	9494.5161998922	1411.63673970956	948.608009921449	407.555883087965	475.24257743471	1215.48136748931	239.113012041416	83.5720609527422	21.332860923158	294.003238983709	12282.6018443188	157.500322161215	620.780881869662	1111.10358799703	201.485190522661	1	0	1	6	32.2208599444545
7	2163	5035.1256866703	1098.79257510631	271.120015940588	489.191590062253	452.132693322713	482.464624947173	6.2826055636472	0.604481954917011	10.0243964216394	341.509808292211	4885.25577674819	201.075480983819	42.0187875869614	79.9346895175198	497.442712387085	4818.85704178414	2217.04877454413	311.721296438344	530.931813302095	590.580207580745	331.240024698215	48.8657816538949	2.58285550989958	90.9748201457605	438.94938505801	12565.9583006348	211.406624834344	164.506408980512	266.479800651828	594.856624905926	1	0	1	7	23.8165139945418
8	1584	1933.7829499783	952.378274015355	65.0530208971149	345.412702780624	117.959423354494	199.862450011146	0.650148157200615	0.0353651270791731	2.57232382724465	445.362797081746	2488.10359422638	785.948796223242	7.36077056112174	22.8682474270138	1619.92859452899	2949.46282127746	1989.95421315756	124.166762645525	394.633499128207	364.729871223008	257.490863263757	4.53060383126001	0.350976284443975	26.252985756002	492.455285870085	4323.60744454388	710.911948118435	38.0456836577618	108.015199365677	1003.92839563003	1	0	1	8	22.9531240754535
9	593	2062.58258133766	684.202072079118	32.2856232471676	200.919015219527	84.4435881331594	130.872773886299	0.355333993999076	0.00195143364265496	0.0194555908862905	818.870643263297	1044.10707758769	1139.56553006519	2.38701881514755	20.1074251369023	1665.02382092471	3607.26846065211	1637.0606962582	61.9046791034703	220.537511013058	223.47246745019	178.363254970308	4.99009487009828	0.0398222232299354	0.218628825285362	928.152268090504	2723.66625291511	1262.94367649534	13.9080269522986	70.6180194511679	1361.49242034763	1	0	1	9	13.8795244550322
